Ref_Date,GEO,INS,RAN,STA,Vector,Coordinate,Value
2016/2017,Canada,Université du Québec à Chicoutimi,Female,Median (dollars),v113287997,1.27.13.4,111425.0
2016/2017,Canada,Université du Québec à Chicoutimi,Female,10th Percentile (dollars),v113287998,1.27.13.5,85200.0
2016/2017,Canada,Université du Québec à Chicoutimi,Female,90th Percentile (dollars),v113287999,1.27.13.6,138200.0
2016/2017,Canada,Université du Québec à Chicoutimi,Visiting Staff,Teaching staff excluded,v113288001,1.27.14.2,3.0
2016/2017,Canada,Université du Québec à Montréal,Full professor,Total teaching staff,v113288006,1.28.2.1,390.0
2016/2017,Canada,Université du Québec à Montréal,Full professor,Teaching staff excluded,v113288007,1.28.2.2,9.0
2016/2017,Canada,Université du Québec à Montréal,Full professor,Average (dollars),v113288008,1.28.2.3,133125.0
2016/2017,Canada,Université du Québec à Montréal,Full professor,Median (dollars),v113288009,1.28.2.4,137875.0
2016/2017,Canada,Université du Québec à Montréal,Full professor,10th Percentile (dollars),v113288010,1.28.2.5,122375.0
2016/2017,Canada,Université du Québec à Montréal,Full professor,90th Percentile (dollars),v113288011,1.28.2.6,140075.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,Total teaching staff,v113288012,1.28.3.1,117.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,Teaching staff excluded,v113288013,1.28.3.2,6.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,Average (dollars),v113288014,1.28.3.3,134775.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,Median (dollars),v113288015,1.28.3.4,137875.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,10th Percentile (dollars),v113288016,1.28.3.5,122325.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,90th Percentile (dollars),v113288017,1.28.3.6,144325.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,Total teaching staff,v113288018,1.28.4.1,273.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,Teaching staff excluded,v113288019,1.28.4.2,x
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,Average (dollars),v113288020,1.28.4.3,132425.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,Median (dollars),v113288021,1.28.4.4,137875.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,10th Percentile (dollars),v113288022,1.28.4.5,122375.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,90th Percentile (dollars),v113288023,1.28.4.6,137875.0
2016/2017,Canada,Université du Québec à Montréal,Associate professor,Total teaching staff,v113288024,1.28.5.1,609.0
2016/2017,Canada,Université du Québec à Montréal,Associate professor,Teaching staff excluded,v113288025,1.28.5.2,18.0
2016/2017,Canada,Université du Québec à Montréal,Associate professor,Average (dollars),v113288026,1.28.5.3,108450.0
2016/2017,Canada,Université du Québec à Montréal,Associate professor,Median (dollars),v113288027,1.28.5.4,107525.0
2016/2017,Canada,Université du Québec à Montréal,Associate professor,10th Percentile (dollars),v113288028,1.28.5.5,94750.0
2016/2017,Canada,Université du Québec à Montréal,Associate professor,90th Percentile (dollars),v113288029,1.28.5.6,124175.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,Total teaching staff,v113288030,1.28.6.1,135.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,Teaching staff excluded,v113288031,1.28.6.2,x
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,Average (dollars),v113288032,1.28.6.3,112600.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,Median (dollars),v113288033,1.28.6.4,113150.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,10th Percentile (dollars),v113288034,1.28.6.5,99075.0
2016/2017,Canada,Université du Québec à Montréal,With senior administrative duties,90th Percentile (dollars),v113288035,1.28.6.6,125500.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,Total teaching staff,v113288036,1.28.7.1,474.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,Teaching staff excluded,v113288037,1.28.7.2,15.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,Average (dollars),v113288038,1.28.7.3,107275.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,Median (dollars),v113288039,1.28.7.4,105925.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,10th Percentile (dollars),v113288040,1.28.7.5,94750.0
2016/2017,Canada,Université du Québec à Montréal,Without senior administrative duties,90th Percentile (dollars),v113288041,1.28.7.6,124175.0
2016/2017,Canada,Université du Québec à Montréal,Assistant professor,Total teaching staff,v113288042,1.28.8.1,96.0
2016/2017,Canada,Université du Québec à Montréal,Assistant professor,Teaching staff excluded,v113288043,1.28.8.2,15.0
2016/2017,Canada,Université du Québec à Montréal,Assistant professor,Average (dollars),v113288044,1.28.8.3,85400.0
2016/2017,Canada,Université du Québec à Montréal,Assistant professor,Median (dollars),v113288045,1.28.8.4,84475.0
2016/2017,Canada,Université du Québec à Montréal,Assistant professor,10th Percentile (dollars),v113288046,1.28.8.5,78875.0
2016/2017,Canada,Université du Québec à Montréal,Assistant professor,90th Percentile (dollars),v113288047,1.28.8.6,94975.0
2016/2017,Canada,Université du Québec à Montréal,Other teaching staff,Total teaching staff,v113288054,1.28.10.1,x
2016/2017,Canada,Université du Québec à Montréal,Other teaching staff,Teaching staff excluded,v113288055,1.28.10.2,6.0
2016/2017,Canada,Université du Québec à Montréal,Other teaching staff,Average (dollars),v113288056,1.28.10.3,x
2016/2017,Canada,Université du Québec à Montréal,Other teaching staff,Median (dollars),v113288057,1.28.10.4,x
2016/2017,Canada,Université du Québec à Montréal,Other teaching staff,10th Percentile (dollars),v113288058,1.28.10.5,x
2016/2017,Canada,Université du Québec à Montréal,Other teaching staff,90th Percentile (dollars),v113288059,1.28.10.6,x
2016/2017,Canada,Université du Québec à Montréal,All ranks combined (including deans),Total teaching staff,v113288060,1.28.11.1,1101.0
2016/2017,Canada,Université du Québec à Montréal,All ranks combined (including deans),Teaching staff excluded,v113288061,1.28.11.2,42.0
2016/2017,Canada,Université du Québec à Montréal,All ranks combined (including deans),Average (dollars),v113288062,1.28.11.3,115500.0
2016/2017,Canada,Université du Québec à Montréal,All ranks combined (including deans),Median (dollars),v113288063,1.28.11.4,115550.0
2016/2017,Canada,Université du Québec à Montréal,All ranks combined (including deans),10th Percentile (dollars),v113288064,1.28.11.5,92675.0
2016/2017,Canada,Université du Québec à Montréal,All ranks combined (including deans),90th Percentile (dollars),v113288065,1.28.11.6,137875.0
2016/2017,Canada,Université du Québec à Montréal,Male,Total teaching staff,v113288066,1.28.12.1,600.0
2016/2017,Canada,Université du Québec à Montréal,Male,Teaching staff excluded,v113288067,1.28.12.2,21.0
2016/2017,Canada,Université du Québec à Montréal,Male,Average (dollars),v113288068,1.28.12.3,117700.0
2016/2017,Canada,Université du Québec à Montréal,Male,Median (dollars),v113288069,1.28.12.4,119325.0
2016/2017,Canada,Université du Québec à Montréal,Male,10th Percentile (dollars),v113288070,1.28.12.5,93925.0
2016/2017,Canada,Université du Québec à Montréal,Male,90th Percentile (dollars),v113288071,1.28.12.6,137875.0
2016/2017,Canada,Université du Québec à Montréal,Female,Total teaching staff,v113288072,1.28.13.1,498.0
2016/2017,Canada,Université du Québec à Montréal,Female,Teaching staff excluded,v113288073,1.28.13.2,18.0
2016/2017,Canada,Université du Québec à Montréal,Female,Average (dollars),v113288074,1.28.13.3,112850.0
2016/2017,Canada,Université du Québec à Montréal,Female,Median (dollars),v113288075,1.28.13.4,112350.0
2016/2017,Canada,Université du Québec à Montréal,Female,10th Percentile (dollars),v113288076,1.28.13.5,90625.0
2016/2017,Canada,Université du Québec à Montréal,Female,90th Percentile (dollars),v113288077,1.28.13.6,137875.0
2016/2017,Canada,Université du Québec à Montréal,Visiting Staff,Teaching staff excluded,v113288079,1.28.14.2,24.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Full professor,Total teaching staff,v113288084,1.29.2.1,21.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Full professor,Teaching staff excluded,v113288085,1.29.2.2,x
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Full professor,Average (dollars),v113288086,1.29.2.3,136650.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Full professor,Median (dollars),v113288087,1.29.2.4,133300.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Full professor,10th Percentile (dollars),v113288088,1.29.2.5,120825.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Full professor,90th Percentile (dollars),v113288089,1.29.2.6,156200.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,Total teaching staff,v113288090,1.29.3.1,6.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,Teaching staff excluded,v113288091,1.29.3.2,x
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,Average (dollars),v113288092,1.29.3.3,148100.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,Median (dollars),v113288093,1.29.3.4,x
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,10th Percentile (dollars),v113288094,1.29.3.5,x
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,90th Percentile (dollars),v113288095,1.29.3.6,x
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Without senior administrative duties,Total teaching staff,v113288096,1.29.4.1,18.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Without senior administrative duties,Average (dollars),v113288098,1.29.4.3,131625.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Without senior administrative duties,Median (dollars),v113288099,1.29.4.4,131325.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Without senior administrative duties,10th Percentile (dollars),v113288100,1.29.4.5,121075.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Without senior administrative duties,90th Percentile (dollars),v113288101,1.29.4.6,140150.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Associate professor,Total teaching staff,v113288102,1.29.5.1,63.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Associate professor,Teaching staff excluded,v113288103,1.29.5.2,x
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Associate professor,Average (dollars),v113288104,1.29.5.3,110425.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Associate professor,Median (dollars),v113288105,1.29.5.4,110875.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Associate professor,10th Percentile (dollars),v113288106,1.29.5.5,93450.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Associate professor,90th Percentile (dollars),v113288107,1.29.5.6,124850.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,Total teaching staff,v113288108,1.29.6.1,9.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,Average (dollars),v113288110,1.29.6.3,120875.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,Median (dollars),v113288111,1.29.6.4,117925.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,10th Percentile (dollars),v113288112,1.29.6.5,110000.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,With senior administrative duties,90th Percentile (dollars),v113288113,1.29.6.6,141200.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Without senior administrative duties,Total teaching staff,v113288114,1.29.7.1,54.0
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Without senior administrative duties,Teaching staff excluded,v113288115,1.29.7.2,x
2016/2017,Canada,Université du Québec en Abitibi-Témiscamingue,Without senior administrative duties,Average (dollars),v113288116,1.29.7.3,108500.0
